27,1,4,1765514769
9,1,5,1765514784
50,0,2,1765514866
16,0,2,1765515462
33,1,2,1765515468
50,0,1,1765518542
26,0,1,1765547609
36,0,1,1765547612
42,0,1,1765547615
51,1,1,1765547689
